Zip_Code_ID,Zip_Code,Is_City_Zip,Created_At,Is_Processed
1,90001,1,2025-04-13 14:10:08,1
2,90002,1,2025-04-13 14:10:08,1
3,90003,1,2025-04-13 14:10:08,1
4,90004,1,2025-04-13 14:10:08,1
5,90005,1,2025-04-13 14:10:08,1
6,90006,1,2025-04-13 14:10:08,1
7,90007,1,2025-04-13 14:10:08,1
8,90008,1,2025-04-13 14:10:08,1
9,90009,0,2025-04-13 14:10:08,1
10,90010,1,2025-04-13 14:10:08,1
11,90011,1,2025-04-13 14:10:08,1
12,90012,1,2025-04-13 14:10:08,1
13,90013,1,2025-04-13 14:10:08,1
14,90014,1,2025-04-13 14:10:08,1
15,90015,1,2025-04-13 14:10:08,1
16,90016,1,2025-04-13 14:10:08,1
17,90017,1,2025-04-13 14:10:08,1
18,90018,1,2025-04-13 14:10:08,1
19,90019,1,2025-04-13 14:10:08,1
20,90020,1,2025-04-13 14:10:08,1
21,90021,1,2025-04-13 14:10:08,1
22,90022,0,2025-04-13 14:10:08,1
23,90023,1,2025-04-13 14:10:08,1
24,90024,1,2025-04-13 14:10:08,1
25,90025,1,2025-04-13 14:10:08,1
26,90026,1,2025-04-13 14:10:08,1
27,90027,1,2025-04-13 14:10:08,1
28,90028,1,2025-04-13 14:10:08,1
29,90029,1,2025-04-13 14:10:08,1
30,90030,0,2025-04-13 14:10:08,1
31,90031,1,2025-04-13 14:10:08,1
32,90032,1,2025-04-13 14:10:08,1
33,90033,1,2025-04-13 14:10:08,1
34,90034,1,2025-04-13 14:10:08,1
35,90035,1,2025-04-13 14:10:08,1
36,90036,1,2025-04-13 14:10:08,1
37,90037,1,2025-04-13 14:10:08,1
38,90038,1,2025-04-13 14:10:08,1
39,90039,1,2025-04-13 14:10:08,1
40,90040,0,2025-04-13 14:10:08,1
41,90041,1,2025-04-13 14:10:08,1
42,90042,1,2025-04-13 14:10:08,1
43,90043,1,2025-04-13 14:10:08,1
44,90044,1,2025-04-13 14:10:08,1
45,90045,1,2025-04-13 14:10:08,1
46,90046,1,2025-04-13 14:10:08,1
47,90047,1,2025-04-13 14:10:08,1
48,90048,1,2025-04-13 14:10:08,1
49,90049,1,2025-04-13 14:10:08,1
50,90050,0,2025-04-13 14:10:08,1
51,90051,0,2025-04-13 14:10:08,1
52,90052,0,2025-04-13 14:10:08,1
53,90053,0,2025-04-13 14:10:08,1
54,90054,0,2025-04-13 14:10:08,1
55,90055,0,2025-04-13 14:10:08,1
56,90056,1,2025-04-13 14:10:08,1
57,90057,1,2025-04-13 14:10:08,1
58,90058,1,2025-04-13 14:10:08,1
59,90059,1,2025-04-13 14:10:08,1
60,90060,0,2025-04-13 14:10:08,1
61,90061,1,2025-04-13 14:10:08,1
62,90062,1,2025-04-13 14:10:08,1
63,90063,1,2025-04-13 14:10:08,1
64,90064,1,2025-04-13 14:10:08,1
65,90065,1,2025-04-13 14:10:08,1
66,90066,1,2025-04-13 14:10:08,1
67,90067,1,2025-04-13 14:10:08,1
68,90068,1,2025-04-13 14:10:08,1
69,90069,1,2025-04-13 14:10:08,1
70,90070,0,2025-04-13 14:10:08,1
71,90071,1,2025-04-13 14:10:08,1
72,90072,0,2025-04-13 14:10:08,1
73,90073,1,2025-04-13 14:10:08,1
74,90074,0,2025-04-13 14:10:08,1
75,90075,0,2025-04-13 14:10:08,1
76,90076,0,2025-04-13 14:10:08,1
77,90077,1,2025-04-13 14:10:08,1
78,90078,0,2025-04-13 14:10:08,1
79,90079,1,2025-04-13 14:10:08,1
80,90080,0,2025-04-13 14:10:08,1
81,90081,0,2025-04-13 14:10:08,1
82,90082,0,2025-04-13 14:10:08,1
83,90083,0,2025-04-13 14:10:08,1
84,90084,0,2025-04-13 14:10:08,1
85,90086,0,2025-04-13 14:10:08,1
86,90087,0,2025-04-13 14:10:08,1
87,90088,0,2025-04-13 14:10:08,1
88,90089,1,2025-04-13 14:10:08,1
89,90090,0,2025-04-13 14:10:08,1
90,90091,0,2025-04-13 14:10:08,1
91,90093,0,2025-04-13 14:10:08,1
92,90094,1,2025-04-13 14:10:08,1
93,90095,1,2025-04-13 14:10:08,1
94,90096,0,2025-04-13 14:10:08,1
95,90099,0,2025-04-13 14:10:08,1
96,90101,0,2025-04-13 14:10:08,1
97,90102,0,2025-04-13 14:10:08,1
98,90103,0,2025-04-13 14:10:08,1
99,90134,0,2025-04-13 14:10:08,1
100,90189,0,2025-04-13 14:10:08,1
101,90201,0,2025-04-13 14:10:08,1
102,90202,0,2025-04-13 14:10:08,1
103,90209,0,2025-04-13 14:10:08,1
104,90210,0,2025-04-13 14:10:08,1
105,90211,0,2025-04-13 14:10:08,1
106,90212,0,2025-04-13 14:10:08,1
107,90213,0,2025-04-13 14:10:08,1
108,90220,0,2025-04-13 14:10:08,1
109,90221,0,2025-04-13 14:10:08,1
110,90222,0,2025-04-13 14:10:08,1
111,90223,0,2025-04-13 14:10:08,1
112,90224,0,2025-04-13 14:10:08,1
113,90230,1,2025-04-13 14:10:08,1
114,90231,0,2025-04-13 14:10:08,1
115,90232,1,2025-04-13 14:10:08,1
116,90233,0,2025-04-13 14:10:08,1
117,90239,0,2025-04-13 14:10:08,1
118,90240,0,2025-04-13 14:10:08,1
119,90241,0,2025-04-13 14:10:08,1
120,90242,0,2025-04-13 14:10:08,1
121,90245,0,2025-04-13 14:10:08,1
122,90247,1,2025-04-13 14:10:08,1
123,90248,1,2025-04-13 14:10:08,1
124,90249,0,2025-04-13 14:10:08,1
125,90250,0,2025-04-13 14:10:08,1
126,90251,0,2025-04-13 14:10:08,1
127,90254,0,2025-04-13 14:10:08,1
128,90255,0,2025-04-13 14:10:08,1
129,90260,0,2025-04-13 14:10:08,1
130,90261,0,2025-04-13 14:10:08,1
131,90262,0,2025-04-13 14:10:08,1
132,90263,0,2025-04-13 14:10:08,1
133,90264,0,2025-04-13 14:10:08,1
134,90265,0,2025-04-13 14:10:08,1
135,90266,0,2025-04-13 14:10:08,1
136,90267,0,2025-04-13 14:10:08,1
137,90270,0,2025-04-13 14:10:08,1
138,90272,1,2025-04-13 14:10:08,1
139,90274,0,2025-04-13 14:10:08,1
140,90275,0,2025-04-13 14:10:08,1
141,90277,0,2025-04-13 14:10:08,1
142,90278,0,2025-04-13 14:10:08,1
143,90280,0,2025-04-13 14:10:08,1
144,90290,0,2025-04-13 14:10:08,1
145,90291,1,2025-04-13 14:10:08,1
146,90292,1,2025-04-13 14:10:08,1
147,90293,1,2025-04-13 14:10:08,1
148,90294,0,2025-04-13 14:10:08,1
149,90295,0,2025-04-13 14:10:08,1
150,90296,0,2025-04-13 14:10:08,1
151,90301,0,2025-04-13 14:10:08,1
152,90302,1,2025-04-13 14:10:08,1
153,90303,0,2025-04-13 14:10:08,1
154,90304,0,2025-04-13 14:10:08,1
155,90305,0,2025-04-13 14:10:08,1
156,90306,0,2025-04-13 14:10:08,1
157,90307,0,2025-04-13 14:10:08,1
158,90308,0,2025-04-13 14:10:08,1
159,90309,0,2025-04-13 14:10:08,1
160,90310,0,2025-04-13 14:10:08,1
161,90311,0,2025-04-13 14:10:08,1
162,90312,0,2025-04-13 14:10:08,1
163,90313,0,2025-04-13 14:10:08,1
164,90397,0,2025-04-13 14:10:08,1
165,90398,0,2025-04-13 14:10:08,1
166,90401,0,2025-04-13 14:10:08,1
167,90402,0,2025-04-13 14:10:08,1
168,90403,0,2025-04-13 14:10:08,1
169,90404,1,2025-04-13 14:10:08,1
170,90405,0,2025-04-13 14:10:08,1
171,90406,0,2025-04-13 14:10:08,1
172,90407,0,2025-04-13 14:10:08,1
173,90408,0,2025-04-13 14:10:08,1
174,90409,0,2025-04-13 14:10:08,1
175,90410,0,2025-04-13 14:10:08,1
176,90411,0,2025-04-13 14:10:08,1
177,90501,1,2025-04-13 14:10:08,1
178,90502,1,2025-04-13 14:10:08,1
179,90503,0,2025-04-13 14:10:08,1
180,90504,0,2025-04-13 14:10:08,1
181,90505,0,2025-04-13 14:10:08,1
182,90506,0,2025-04-13 14:10:08,1
183,90507,0,2025-04-13 14:10:08,1
184,90508,0,2025-04-13 14:10:08,1
185,90509,0,2025-04-13 14:10:08,1
186,90510,0,2025-04-13 14:10:08,1
187,90601,0,2025-04-13 14:10:08,1
188,90602,0,2025-04-13 14:10:08,1
189,90603,0,2025-04-13 14:10:08,1
190,90604,0,2025-04-13 14:10:08,1
191,90605,0,2025-04-13 14:10:08,1
192,90606,0,2025-04-13 14:10:08,1
193,90607,0,2025-04-13 14:10:08,1
194,90608,0,2025-04-13 14:10:08,1
195,90609,0,2025-04-13 14:10:08,1
196,90610,0,2025-04-13 14:10:08,1
197,90612,0,2025-04-13 14:10:08,1
198,90637,0,2025-04-13 14:10:08,1
199,90638,0,2025-04-13 14:10:08,1
200,90639,0,2025-04-13 14:10:08,1
201,90640,0,2025-04-13 14:10:08,1
202,90650,0,2025-04-13 14:10:08,1
203,90651,0,2025-04-13 14:10:08,1
204,90652,0,2025-04-13 14:10:08,1
205,90659,0,2025-04-13 14:10:08,1
206,90660,0,2025-04-13 14:10:08,1
207,90661,0,2025-04-13 14:10:08,1
208,90662,0,2025-04-13 14:10:08,1
209,90670,0,2025-04-13 14:10:08,1
210,90671,0,2025-04-13 14:10:08,1
211,90701,0,2025-04-13 14:10:08,1
212,90702,0,2025-04-13 14:10:08,1
213,90703,0,2025-04-13 14:10:08,1
214,90704,0,2025-04-13 14:10:08,1
215,90706,0,2025-04-13 14:10:08,1
216,90707,0,2025-04-13 14:10:08,1
217,90710,1,2025-04-13 14:10:08,1
218,90711,0,2025-04-13 14:10:08,1
219,90712,0,2025-04-13 14:10:08,1
220,90713,0,2025-04-13 14:10:08,1
221,90714,0,2025-04-13 14:10:08,1
222,90715,0,2025-04-13 14:10:08,1
223,90716,0,2025-04-13 14:10:08,1
224,90717,1,2025-04-13 14:10:08,1
225,90723,0,2025-04-13 14:10:08,1
226,90731,1,2025-04-13 14:10:08,1
227,90732,1,2025-04-13 14:10:08,1
228,90733,0,2025-04-13 14:10:08,1
229,90734,0,2025-04-13 14:10:08,1
230,90744,1,2025-04-13 14:10:08,1
231,90745,0,2025-04-13 14:10:08,1
232,90746,0,2025-04-13 14:10:08,1
233,90747,0,2025-04-13 14:10:08,1
234,90748,0,2025-04-13 14:10:08,1
235,90749,0,2025-04-13 14:10:08,1
236,90755,0,2025-04-13 14:10:08,1
237,90801,0,2025-04-13 14:10:08,1
238,90802,0,2025-04-13 14:10:08,1
239,90803,0,2025-04-13 14:10:08,1
240,90804,0,2025-04-13 14:10:08,1
241,90805,0,2025-04-13 14:10:08,1
242,90806,0,2025-04-13 14:10:08,1
243,90807,0,2025-04-13 14:10:08,1
244,90808,0,2025-04-13 14:10:08,1
245,90809,0,2025-04-13 14:10:08,1
246,90810,1,2025-04-13 14:10:08,1
247,90813,0,2025-04-13 14:10:08,1
248,90814,0,2025-04-13 14:10:08,1
249,90815,0,2025-04-13 14:10:08,1
250,90822,0,2025-04-13 14:10:08,1
251,90831,0,2025-04-13 14:10:08,1
252,90832,0,2025-04-13 14:10:08,1
253,90833,0,2025-04-13 14:10:08,1
254,90834,0,2025-04-13 14:10:08,1
255,90835,0,2025-04-13 14:10:08,1
256,90840,0,2025-04-13 14:10:08,1
257,90842,0,2025-04-13 14:10:08,1
258,90844,0,2025-04-13 14:10:08,1
259,90845,0,2025-04-13 14:10:08,1
260,90846,0,2025-04-13 14:10:08,1
261,90847,0,2025-04-13 14:10:08,1
262,90848,0,2025-04-13 14:10:08,1
263,90853,0,2025-04-13 14:10:08,1
264,90888,0,2025-04-13 14:10:08,1
265,90895,0,2025-04-13 14:10:08,1
266,90899,0,2025-04-13 14:10:08,1
267,91001,0,2025-04-13 14:10:08,1
268,91003,0,2025-04-13 14:10:08,1
269,91006,0,2025-04-13 14:10:08,1
270,91007,0,2025-04-13 14:10:08,1
271,91008,0,2025-04-13 14:10:08,1
272,91009,0,2025-04-13 14:10:08,1
273,91010,0,2025-04-13 14:10:08,1
274,91011,0,2025-04-13 14:10:08,0
275,91012,0,2025-04-13 14:10:08,0
276,91016,0,2025-04-13 14:10:08,0
277,91017,0,2025-04-13 14:10:08,0
278,91020,0,2025-04-13 14:10:08,0
279,91021,0,2025-04-13 14:10:08,0
280,91023,0,2025-04-13 14:10:08,0
281,91024,0,2025-04-13 14:10:08,0
282,91025,0,2025-04-13 14:10:08,0
283,91030,0,2025-04-13 14:10:08,0
284,91031,0,2025-04-13 14:10:08,0
285,91040,1,2025-04-13 14:10:08,1
286,91041,0,2025-04-13 14:10:08,0
287,91042,1,2025-04-13 14:10:08,1
288,91043,0,2025-04-13 14:10:08,0
289,91046,0,2025-04-13 14:10:08,0
290,91066,0,2025-04-13 14:10:08,0
291,91077,0,2025-04-13 14:10:08,0
292,91101,0,2025-04-13 14:10:08,0
293,91102,0,2025-04-13 14:10:08,0
294,91103,0,2025-04-13 14:10:08,0
295,91104,0,2025-04-13 14:10:08,0
296,91105,0,2025-04-13 14:10:08,0
297,91106,0,2025-04-13 14:10:08,0
298,91107,0,2025-04-13 14:10:08,0
299,91108,0,2025-04-13 14:10:08,0
300,91109,0,2025-04-13 14:10:08,0
301,91110,0,2025-04-13 14:10:08,0
302,91114,0,2025-04-13 14:10:08,0
303,91115,0,2025-04-13 14:10:08,0
304,91116,0,2025-04-13 14:10:08,0
305,91117,0,2025-04-13 14:10:08,0
306,91118,0,2025-04-13 14:10:08,0
307,91121,0,2025-04-13 14:10:08,0
308,91123,0,2025-04-13 14:10:08,0
309,91124,0,2025-04-13 14:10:08,0
310,91125,0,2025-04-13 14:10:08,0
311,91126,0,2025-04-13 14:10:08,0
312,91129,0,2025-04-13 14:10:08,0
313,91131,0,2025-04-13 14:10:08,0
314,91182,0,2025-04-13 14:10:08,0
315,91184,0,2025-04-13 14:10:08,0
316,91185,0,2025-04-13 14:10:08,0
317,91188,0,2025-04-13 14:10:08,0
318,91189,0,2025-04-13 14:10:08,0
319,91191,0,2025-04-13 14:10:08,0
320,91199,0,2025-04-13 14:10:08,0
321,91201,0,2025-04-13 14:10:08,0
322,91202,0,2025-04-13 14:10:08,0
323,91203,0,2025-04-13 14:10:08,0
324,91204,0,2025-04-13 14:10:08,0
325,91205,0,2025-04-13 14:10:08,0
326,91206,0,2025-04-13 14:10:08,0
327,91207,0,2025-04-13 14:10:08,0
328,91208,0,2025-04-13 14:10:08,0
329,91209,0,2025-04-13 14:10:08,0
330,91210,0,2025-04-13 14:10:08,0
331,91214,0,2025-04-13 14:10:08,0
332,91221,0,2025-04-13 14:10:08,0
333,91222,0,2025-04-13 14:10:08,0
334,91224,0,2025-04-13 14:10:08,0
335,91225,0,2025-04-13 14:10:08,0
336,91226,0,2025-04-13 14:10:08,0
337,91301,0,2025-04-13 14:10:08,0
338,91302,0,2025-04-13 14:10:08,0
339,91303,1,2025-04-13 14:10:08,1
340,91304,1,2025-04-13 14:10:08,1
341,91305,0,2025-04-13 14:10:08,0
342,91306,1,2025-04-13 14:10:08,1
343,91307,1,2025-04-13 14:10:08,1
344,91308,0,2025-04-13 14:10:08,0
345,91309,0,2025-04-13 14:10:08,0
346,91310,0,2025-04-13 14:10:08,0
347,91311,1,2025-04-13 14:10:08,1
348,91313,0,2025-04-13 14:10:08,0
349,91316,1,2025-04-13 14:10:08,1
350,91321,0,2025-04-13 14:10:08,0
351,91322,0,2025-04-13 14:10:08,0
352,91324,1,2025-04-13 14:10:08,1
353,91325,1,2025-04-13 14:10:08,1
354,91326,1,2025-04-13 14:10:08,1
355,91327,0,2025-04-13 14:10:08,0
356,91328,0,2025-04-13 14:10:08,0
357,91329,0,2025-04-13 14:10:08,0
358,91330,0,2025-04-13 14:10:08,0
359,91331,1,2025-04-13 14:10:08,1
360,91333,0,2025-04-13 14:10:08,0
361,91334,0,2025-04-13 14:10:08,0
362,91335,1,2025-04-13 14:10:08,1
363,91337,0,2025-04-13 14:10:08,0
364,91340,1,2025-04-13 14:10:08,1
365,91341,0,2025-04-13 14:10:08,0
366,91342,1,2025-04-13 14:10:08,1
367,91343,1,2025-04-13 14:10:08,1
368,91344,1,2025-04-13 14:10:08,1
369,91345,1,2025-04-13 14:10:08,1
370,91346,0,2025-04-13 14:10:08,0
371,91350,0,2025-04-13 14:10:08,0
372,91351,0,2025-04-13 14:10:08,0
373,91352,1,2025-04-13 14:10:08,1
374,91353,0,2025-04-13 14:10:08,0
375,91354,0,2025-04-13 14:10:08,0
376,91355,0,2025-04-13 14:10:08,0
377,91356,1,2025-04-13 14:10:08,1
378,91357,0,2025-04-13 14:10:08,0
379,91359,0,2025-04-13 14:10:08,0
380,91363,0,2025-04-13 14:10:08,0
381,91364,1,2025-04-13 14:10:08,1
382,91365,0,2025-04-13 14:10:08,0
383,91367,1,2025-04-13 14:10:08,1
384,91371,0,2025-04-13 14:10:08,0
385,91372,0,2025-04-13 14:10:08,0
386,91376,0,2025-04-13 14:10:08,0
387,91380,0,2025-04-13 14:10:08,0
388,91381,0,2025-04-13 14:10:08,0
389,91382,0,2025-04-13 14:10:08,0
390,91383,0,2025-04-13 14:10:08,0
391,91384,0,2025-04-13 14:10:08,0
392,91385,0,2025-04-13 14:10:08,0
393,91386,0,2025-04-13 14:10:08,0
394,91387,0,2025-04-13 14:10:08,0
395,91388,0,2025-04-13 14:10:08,0
396,91390,0,2025-04-13 14:10:08,0
397,91392,0,2025-04-13 14:10:08,0
398,91393,0,2025-04-13 14:10:08,0
399,91394,0,2025-04-13 14:10:08,0
400,91395,0,2025-04-13 14:10:08,0
401,91396,0,2025-04-13 14:10:08,0
402,91399,0,2025-04-13 14:10:08,0
403,91401,1,2025-04-13 14:10:08,1
404,91402,1,2025-04-13 14:10:08,1
405,91403,1,2025-04-13 14:10:08,1
406,91404,0,2025-04-13 14:10:08,0
407,91405,1,2025-04-13 14:10:08,1
408,91406,1,2025-04-13 14:10:08,1
409,91407,0,2025-04-13 14:10:08,0
410,91408,0,2025-04-13 14:10:08,0
411,91409,0,2025-04-13 14:10:08,0
412,91410,0,2025-04-13 14:10:08,0
413,91411,1,2025-04-13 14:10:08,1
414,91412,0,2025-04-13 14:10:08,0
415,91413,0,2025-04-13 14:10:08,0
416,91416,0,2025-04-13 14:10:08,0
417,91423,1,2025-04-13 14:10:08,1
418,91426,0,2025-04-13 14:10:08,0
419,91436,1,2025-04-13 14:10:08,1
420,91470,0,2025-04-13 14:10:08,0
421,91482,0,2025-04-13 14:10:08,0
422,91495,0,2025-04-13 14:10:08,0
423,91496,0,2025-04-13 14:10:08,0
424,91497,0,2025-04-13 14:10:08,0
425,91499,0,2025-04-13 14:10:08,0
426,91501,0,2025-04-13 14:10:08,0
427,91502,0,2025-04-13 14:10:08,0
428,91503,0,2025-04-13 14:10:08,0
429,91504,0,2025-04-13 14:10:08,0
430,91505,0,2025-04-13 14:10:08,0
431,91506,0,2025-04-13 14:10:08,0
432,91507,0,2025-04-13 14:10:08,0
433,91508,0,2025-04-13 14:10:08,0
434,91510,0,2025-04-13 14:10:08,0
435,91521,0,2025-04-13 14:10:08,0
436,91522,0,2025-04-13 14:10:08,0
437,91523,0,2025-04-13 14:10:08,0
438,91526,0,2025-04-13 14:10:08,0
439,91601,1,2025-04-13 14:10:08,1
440,91602,1,2025-04-13 14:10:08,1
441,91603,0,2025-04-13 14:10:08,0
442,91604,1,2025-04-13 14:10:08,1
443,91605,1,2025-04-13 14:10:08,1
444,91606,1,2025-04-13 14:10:08,1
445,91607,1,2025-04-13 14:10:08,1
446,91608,0,2025-04-13 14:10:08,0
447,91609,0,2025-04-13 14:10:08,0
448,91610,0,2025-04-13 14:10:08,0
449,91611,0,2025-04-13 14:10:08,0
450,91612,0,2025-04-13 14:10:08,0
451,91614,0,2025-04-13 14:10:08,0
452,91615,0,2025-04-13 14:10:08,0
453,91616,0,2025-04-13 14:10:08,0
454,91617,0,2025-04-13 14:10:08,0
455,91618,0,2025-04-13 14:10:08,0
456,91702,0,2025-04-13 14:10:08,0
457,91706,0,2025-04-13 14:10:08,0
458,91711,0,2025-04-13 14:10:08,0
459,91714,0,2025-04-13 14:10:08,0
460,91715,0,2025-04-13 14:10:08,0
461,91716,0,2025-04-13 14:10:08,0
462,91722,0,2025-04-13 14:10:08,0
463,91723,0,2025-04-13 14:10:08,0
464,91724,0,2025-04-13 14:10:08,0
465,91731,0,2025-04-13 14:10:08,0
466,91732,0,2025-04-13 14:10:08,0
467,91733,0,2025-04-13 14:10:08,0
468,91734,0,2025-04-13 14:10:08,0
469,91735,0,2025-04-13 14:10:08,0
470,91740,0,2025-04-13 14:10:08,0
471,91741,0,2025-04-13 14:10:08,0
472,91744,0,2025-04-13 14:10:08,0
473,91745,0,2025-04-13 14:10:08,0
474,91746,0,2025-04-13 14:10:08,0
475,91747,0,2025-04-13 14:10:08,0
476,91748,0,2025-04-13 14:10:08,0
477,91749,0,2025-04-13 14:10:08,0
478,91750,0,2025-04-13 14:10:08,0
479,91754,0,2025-04-13 14:10:08,0
480,91755,0,2025-04-13 14:10:08,0
481,91756,0,2025-04-13 14:10:08,0
482,91765,0,2025-04-13 14:10:08,0
483,91766,0,2025-04-13 14:10:08,0
484,91767,0,2025-04-13 14:10:08,0
485,91768,0,2025-04-13 14:10:08,0
486,91769,0,2025-04-13 14:10:08,0
487,91770,0,2025-04-13 14:10:08,0
488,91771,0,2025-04-13 14:10:08,0
489,91772,0,2025-04-13 14:10:08,0
490,91773,0,2025-04-13 14:10:08,0
491,91775,0,2025-04-13 14:10:08,0
492,91776,0,2025-04-13 14:10:08,0
493,91778,0,2025-04-13 14:10:08,0
494,91780,0,2025-04-13 14:10:08,0
495,91788,0,2025-04-13 14:10:08,0
496,91789,0,2025-04-13 14:10:08,0
497,91790,0,2025-04-13 14:10:08,0
498,91791,0,2025-04-13 14:10:08,0
499,91792,0,2025-04-13 14:10:08,0
500,91793,0,2025-04-13 14:10:08,0
501,91795,0,2025-04-13 14:10:08,0
502,91797,0,2025-04-13 14:10:08,0
503,91799,0,2025-04-13 14:10:08,0
504,91801,0,2025-04-13 14:10:08,0
505,91802,0,2025-04-13 14:10:08,0
506,91803,0,2025-04-13 14:10:08,0
507,91804,0,2025-04-13 14:10:08,0
508,91841,0,2025-04-13 14:10:08,0
509,91896,0,2025-04-13 14:10:08,0
510,91899,0,2025-04-13 14:10:08,0
511,93510,0,2025-04-13 14:10:08,0
512,93532,0,2025-04-13 14:10:08,0
513,93534,0,2025-04-13 14:10:08,0
514,93535,0,2025-04-13 14:10:08,0
515,93536,0,2025-04-13 14:10:08,0
516,93539,0,2025-04-13 14:10:08,0
517,93543,0,2025-04-13 14:10:08,1
518,93544,0,2025-04-13 14:10:08,1
519,93550,0,2025-04-13 14:10:08,1
520,93551,0,2025-04-13 14:10:08,1
521,93552,0,2025-04-13 14:10:08,1
522,93553,0,2025-04-13 14:10:08,1
523,93563,0,2025-04-13 14:10:08,1
524,93584,0,2025-04-13 14:10:08,0
525,93586,0,2025-04-13 14:10:08,0
526,93590,0,2025-04-13 14:10:08,0
527,93591,0,2025-04-13 14:10:08,1
528,93599,0,2025-04-13 14:10:08,0
